article_id,cluster_id,source_id
22e1954c-bcb5-4678-9214-13eac7440270,00e3f542-7aa3-4a4f-a100-d5f5d6392cf0,25d094ca-d7ba-40a6-bae7-3241a2ac1488
675402a1-6234-445a-a8e0-805ffb6d0554,00e3f542-7aa3-4a4f-a100-d5f5d6392cf0,25d094ca-d7ba-40a6-bae7-3241a2ac1488
4aaa0504-9d16-4b3d-90d6-7dd4ac1271b0,00e3f542-7aa3-4a4f-a100-d5f5d6392cf0,25d094ca-d7ba-40a6-bae7-3241a2ac1488
701a9609-1d48-400e-9682-8de93e8fea48,00e3f542-7aa3-4a4f-a100-d5f5d6392cf0,b47fd2b9-f8f6-4c08-aa13-9c163861e157
6cd925e6-793b-4da0-852a-9761a9f81104,00e3f542-7aa3-4a4f-a100-d5f5d6392cf0,28c0d084-a9b5-4e50-8ea6-c6e21b174e11
3c92a66b-e07f-46cc-af4f-a1d321893cc0,00e3f542-7aa3-4a4f-a100-d5f5d6392cf0,a0a3bb46-0336-4dbe-b93f-5b83fe9345a7
ce2f33fa-d074-4592-a03b-9fe53216435b,ce2f33fa-d074-4592-a03b-9fe53216435b,93f0b958-a342-45cd-9855-4719b8708a84
014ee4b1-ff57-4561-a02d-f66d69c619e4,014ee4b1-ff57-4561-a02d-f66d69c619e4,93f0b958-a342-45cd-9855-4719b8708a84
fa954f80-4deb-4ae6-87fb-4af9afde66a1,fa954f80-4deb-4ae6-87fb-4af9afde66a1,2ca51cb5-551e-4ee4-9932-5e166043ca57
94d98c87-2c08-4bf5-bcbb-0fced0a036b8,94d98c87-2c08-4bf5-bcbb-0fced0a036b8,2ca51cb5-551e-4ee4-9932-5e166043ca57
0b54b670-f01d-41e4-b2b2-34233b3a9051,0b54b670-f01d-41e4-b2b2-34233b3a9051,2ca51cb5-551e-4ee4-9932-5e166043ca57
6f19f6f3-948f-4b85-a8cb-55a7103e6b54,6f19f6f3-948f-4b85-a8cb-55a7103e6b54,2ca51cb5-551e-4ee4-9932-5e166043ca57
b7960520-126e-446a-a071-be8491dcfcb2,b7960520-126e-446a-a071-be8491dcfcb2,2ca51cb5-551e-4ee4-9932-5e166043ca57
6d894a1f-7f60-4487-bc2a-867826aa8026,6d894a1f-7f60-4487-bc2a-867826aa8026,2ca51cb5-551e-4ee4-9932-5e166043ca57
4f6c9343-e617-458f-beee-925dbe5f6c37,4f6c9343-e617-458f-beee-925dbe5f6c37,2ca51cb5-551e-4ee4-9932-5e166043ca57
1f68f60c-4a58-456d-9663-9d146d4b3a12,1f68f60c-4a58-456d-9663-9d146d4b3a12,2ca51cb5-551e-4ee4-9932-5e166043ca57
5842020d-40dc-437d-bd78-863f55a3ffc0,00efb945-7233-4bb4-a6de-d86eb213dbbe,2e2a520e-a3d7-4542-9bd6-4302602c3dff
a2041b84-ca76-462f-8a1a-f19b36bc1ee8,00efb945-7233-4bb4-a6de-d86eb213dbbe,fab29f1b-8cc9-413d-9a1e-9029bd434577
860094c9-56ec-429c-9864-f9b7a15eb55e,00efb945-7233-4bb4-a6de-d86eb213dbbe,4948f7d6-1c5c-4e68-9d74-8ac2799e2817
bbc12c34-bf9e-4f84-a57c-63e21ed95c06,00efb945-7233-4bb4-a6de-d86eb213dbbe,d9b18157-35f1-4d4b-857d-4d431f0b1999
f6357f77-2c10-4adc-948b-3510077c7ea4,00efb945-7233-4bb4-a6de-d86eb213dbbe,41e66d54-87cd-42c6-934f-53fad2e1c123
c6c050f4-f059-4555-b330-fdb620611afc,00efb945-7233-4bb4-a6de-d86eb213dbbe,21f773bc-a2d9-47f3-b7bd-25c159166b3b
af95ea23-75fd-44ca-b3d3-296c223affb7,00efb945-7233-4bb4-a6de-d86eb213dbbe,ecc148bb-dd7b-4848-85c4-585047d474f8
42c69484-f057-4046-a0d1-b8897a0840f2,00efb945-7233-4bb4-a6de-d86eb213dbbe,ecc148bb-dd7b-4848-85c4-585047d474f8
1549c414-444a-482a-8b04-ac54d810148c,00efb945-7233-4bb4-a6de-d86eb213dbbe,a7af6a36-7fa2-459f-8c34-db1de9b04e1a
a4638314-088f-4026-8154-719f7b986ef5,00efb945-7233-4bb4-a6de-d86eb213dbbe,cefbfdee-b1b1-4552-9f76-b85588a00882
b71540e8-8cdd-427f-ac84-962725eaf0eb,00152669-24e5-4223-a2bd-b404212892dc,a0a3bb46-0336-4dbe-b93f-5b83fe9345a7
4379703b-bd2c-4c70-a020-663c2a53c23a,00152669-24e5-4223-a2bd-b404212892dc,a0a3bb46-0336-4dbe-b93f-5b83fe9345a7
206d33ca-15e1-4d51-b0bb-ac85beb8710c,00152669-24e5-4223-a2bd-b404212892dc,fe25e11a-9a43-42c7-9db7-4ce954460494
ca0eebb1-d9fb-4bd9-ad25-b21bf0ccac57,00152669-24e5-4223-a2bd-b404212892dc,cad98f3b-28de-4407-957b-a9b8504a0025
d6d3f0d8-1af6-461f-9635-547342cb80e9,00152669-24e5-4223-a2bd-b404212892dc,25d094ca-d7ba-40a6-bae7-3241a2ac1488
45a53ea5-34a9-43a5-a4b7-85054ae4aa9b,00152669-24e5-4223-a2bd-b404212892dc,de969bbc-108b-4168-af8d-c13096bad5dd
a1bae6ce-f543-43e0-919d-c51d0cee2a7c,00152669-24e5-4223-a2bd-b404212892dc,31327feb-f910-44dd-8013-3a7795e02c62
d8a7ae75-ca6e-4bb2-b06a-e7c0b6ba3029,00152669-24e5-4223-a2bd-b404212892dc,25d094ca-d7ba-40a6-bae7-3241a2ac1488
e40d62ff-8bed-4845-b2b2-52fc0be8027f,00152669-24e5-4223-a2bd-b404212892dc,74b23b41-1afb-4aea-aa91-775c1513998d
e5fefbef-560d-4787-95b7-bf443f6fb869,00152669-24e5-4223-a2bd-b404212892dc,04e9a952-d1eb-42f9-8a06-8d1fc107c8ee
f56f7ade-93fd-45e8-a2b6-f7baa57a1a8e,00efb945-7233-4bb4-a6de-d86eb213dbbe,2e2a520e-a3d7-4542-9bd6-4302602c3dff
9d53855d-b462-4306-aa3f-db30c5fd4995,00efb945-7233-4bb4-a6de-d86eb213dbbe,fab29f1b-8cc9-413d-9a1e-9029bd434577
9787895b-c23c-46fe-829e-97dc7393efc1,00efb945-7233-4bb4-a6de-d86eb213dbbe,5ce5e4d8-2ecf-4902-8446-2bebd36f4344
e6f6c493-8c68-42e6-a2f1-61f49c954300,00efb945-7233-4bb4-a6de-d86eb213dbbe,41e66d54-87cd-42c6-934f-53fad2e1c123
a34a6f6c-f04e-4914-9fbc-b0fe15e59355,00efb945-7233-4bb4-a6de-d86eb213dbbe,b7077757-ac8a-493e-9b2d-b6eae4393593
fc6ee811-7d65-442b-b9cb-445835a25167,00efb945-7233-4bb4-a6de-d86eb213dbbe,b7077757-ac8a-493e-9b2d-b6eae4393593
0c6fa1a0-0561-4925-a1be-75bb7c99b68e,00efb945-7233-4bb4-a6de-d86eb213dbbe,4948f7d6-1c5c-4e68-9d74-8ac2799e2817
15fd3f99-55f8-4c9e-82eb-cc834ac9e0f3,00efb945-7233-4bb4-a6de-d86eb213dbbe,de969bbc-108b-4168-af8d-c13096bad5dd
e5c815e5-1699-451d-bb8a-15f6efbccba8,00efb945-7233-4bb4-a6de-d86eb213dbbe,4d8cb337-8315-41be-8bdf-59af62af3997
00efb945-7233-4bb4-a6de-d86eb213dbbe,00efb945-7233-4bb4-a6de-d86eb213dbbe,81a09668-9df5-4e3b-9864-98c5fdaaf916
11d5b459-cd98-4bde-81e7-c035beab7cfa,02fd6024-978f-4ec7-aed7-b3a4268d7dd1,81a09668-9df5-4e3b-9864-98c5fdaaf916
e5ea23c1-ddba-4de6-9034-de0f118cfd5c,02e95cdc-3f09-414c-840b-ece116878d60,81a09668-9df5-4e3b-9864-98c5fdaaf916
1f1e6c57-bd69-488c-b8be-84e41a0cd501,0579f9d9-f266-4842-8400-aa5e2450859f,4948f7d6-1c5c-4e68-9d74-8ac2799e2817
995f962c-15b8-4bdf-8491-61d75e5fe9dc,0579f9d9-f266-4842-8400-aa5e2450859f,22f4f055-9673-4793-87e2-b0a1a87be19e
cbc274d1-9661-4737-b562-9f53e3371557,0579f9d9-f266-4842-8400-aa5e2450859f,77f8ef16-3e53-4ade-bc90-7fe78d53922a
187a4bcc-eb1c-47ac-a53b-df6f7553537f,0579f9d9-f266-4842-8400-aa5e2450859f,05020131-c33f-4808-9cd7-e4bf7232dff6
406dbe82-2c48-4cd3-a5d8-db0b548ee770,0579f9d9-f266-4842-8400-aa5e2450859f,a7af6a36-7fa2-459f-8c34-db1de9b04e1a
36e6696f-9a3c-4128-8742-1ce5c0d4c419,02fd6024-978f-4ec7-aed7-b3a4268d7dd1,77f8ef16-3e53-4ade-bc90-7fe78d53922a
cf2e0036-ac4c-43d0-a4dc-16c8ea64f6b6,02fd6024-978f-4ec7-aed7-b3a4268d7dd1,41e66d54-87cd-42c6-934f-53fad2e1c123
c8e5c51d-948e-44a1-9e1d-8f214803b068,02e95cdc-3f09-414c-840b-ece116878d60,21f773bc-a2d9-47f3-b7bd-25c159166b3b
1748bbf0-e1c7-4acf-abf1-3753dc98f4d2,1748bbf0-e1c7-4acf-abf1-3753dc98f4d2,22f4f055-9673-4793-87e2-b0a1a87be19e
c8ce33d6-9260-4bdf-8904-823fd35353d2,0579f9d9-f266-4842-8400-aa5e2450859f,d9b18157-35f1-4d4b-857d-4d431f0b1999
4af98c3d-376b-41bf-ac16-4d3d03880ecd,1748bbf0-e1c7-4acf-abf1-3753dc98f4d2,fab29f1b-8cc9-413d-9a1e-9029bd434577
cd90649b-6a4f-4211-b925-a475295cd6be,1748bbf0-e1c7-4acf-abf1-3753dc98f4d2,e8024154-eeb5-4121-85cf-ec254b6314e7
7d66eb17-08d8-491d-b57c-5ddf9855447e,7d66eb17-08d8-491d-b57c-5ddf9855447e,3b2cc07a-511b-4941-9655-35d71ab9e71f
419172ff-49a4-4063-8414-05d1b58ce47a,1748bbf0-e1c7-4acf-abf1-3753dc98f4d2,81a09668-9df5-4e3b-9864-98c5fdaaf916
30657a26-e9d2-4419-9fa0-d0ce7ff73220,1748bbf0-e1c7-4acf-abf1-3753dc98f4d2,4948f7d6-1c5c-4e68-9d74-8ac2799e2817
1978fdc8-a870-4f7f-b21b-a0304989382a,1978fdc8-a870-4f7f-b21b-a0304989382a,1a6212bc-095e-4442-a3cf-f5180b79ee4c
3916e39a-5858-4e75-a4ae-43930289399b,1748bbf0-e1c7-4acf-abf1-3753dc98f4d2,81a09668-9df5-4e3b-9864-98c5fdaaf916
db0f001b-06c8-45cd-b6d7-6756cf2917c2,013d5de2-115f-4623-8c3a-ef32695a5859,ecc148bb-dd7b-4848-85c4-585047d474f8
62d7847e-1ea0-472f-9275-ed038def189d,00e3f542-7aa3-4a4f-a100-d5f5d6392cf0,62d00f96-e138-4bf6-aa3f-d9da91648fab
13c1fd37-9071-43e5-9f7a-143f6b6f7766,00e3f542-7aa3-4a4f-a100-d5f5d6392cf0,27a8af76-a9f2-49a3-b8a0-b60feb13398c
800c18d0-a4c7-4992-a40d-e75c5b8b3506,00e3f542-7aa3-4a4f-a100-d5f5d6392cf0,cefbfdee-b1b1-4552-9f76-b85588a00882
6ea3d48c-1ee2-4799-8b90-6a318a214411,00e3f542-7aa3-4a4f-a100-d5f5d6392cf0,25d094ca-d7ba-40a6-bae7-3241a2ac1488
c45efbcc-191c-40c9-8791-e97b69537eb1,00e3f542-7aa3-4a4f-a100-d5f5d6392cf0,fe25e11a-9a43-42c7-9db7-4ce954460494
0ea91b7a-00ce-4d94-871d-e7e6ece5758a,00e3f542-7aa3-4a4f-a100-d5f5d6392cf0,cf1cda8d-201b-4f80-bd64-5f735108e21a
cec16949-f72e-4f87-8da4-0107ada3e472,00e3f542-7aa3-4a4f-a100-d5f5d6392cf0,27a8af76-a9f2-49a3-b8a0-b60feb13398c
eb84a97d-7db6-449c-82f7-5ee2849ea218,00e3f542-7aa3-4a4f-a100-d5f5d6392cf0,cf1cda8d-201b-4f80-bd64-5f735108e21a
02ca68ce-11bc-4742-aad0-bd67e94be008,00e3f542-7aa3-4a4f-a100-d5f5d6392cf0,4d8cb337-8315-41be-8bdf-59af62af3997
66c7051e-ae9a-407e-8519-af7dd3e84187,00e3f542-7aa3-4a4f-a100-d5f5d6392cf0,0ce83d92-0358-466a-90fd-ad3e732ee034
f1729012-366e-401c-ab21-59d391e1fd4e,00e3f542-7aa3-4a4f-a100-d5f5d6392cf0,cefbfdee-b1b1-4552-9f76-b85588a00882
ebdfe512-c9e4-4ca2-bf03-da77966d30a6,00e3f542-7aa3-4a4f-a100-d5f5d6392cf0,38a10de6-685e-41b7-bbc1-0f580df689aa
992c1e3d-8a82-4ee0-afd4-281a58c5abd4,00e3f542-7aa3-4a4f-a100-d5f5d6392cf0,fe25e11a-9a43-42c7-9db7-4ce954460494
a3d892db-96e2-482c-973c-e45917816286,00e3f542-7aa3-4a4f-a100-d5f5d6392cf0,cf1cda8d-201b-4f80-bd64-5f735108e21a
1376e8e4-2d09-473b-82b0-154325e2f503,00e3f542-7aa3-4a4f-a100-d5f5d6392cf0,4e231d63-b3ae-4f40-9f0e-9074734fcd7d
3e503e89-2e6a-4ae1-b3ff-bf4d60280e71,00e3f542-7aa3-4a4f-a100-d5f5d6392cf0,cefbfdee-b1b1-4552-9f76-b85588a00882
a959a973-1822-409a-b60c-5eb66ff4d006,00e3f542-7aa3-4a4f-a100-d5f5d6392cf0,cefbfdee-b1b1-4552-9f76-b85588a00882
a0c8ff0d-5477-474d-a7f5-1408b9c87542,00e3f542-7aa3-4a4f-a100-d5f5d6392cf0,31327feb-f910-44dd-8013-3a7795e02c62
512d949f-0c8b-410c-9fe4-584b16b181fe,00e3f542-7aa3-4a4f-a100-d5f5d6392cf0,fe25e11a-9a43-42c7-9db7-4ce954460494
5fda6a24-1413-488e-b5dc-2f4439c53de5,00e3f542-7aa3-4a4f-a100-d5f5d6392cf0,4e231d63-b3ae-4f40-9f0e-9074734fcd7d
f02cb516-04c4-4440-9e01-fbe4555275d0,f02cb516-04c4-4440-9e01-fbe4555275d0,0719b28c-e6cd-4b25-93cf-e20825311656
c32bbf83-7a82-4597-b011-92ba318a264c,c32bbf83-7a82-4597-b011-92ba318a264c,6025cb6a-790a-4321-a635-2a1070b68b9e
4713d8cc-3dc8-49be-8244-ff027331ccef,4713d8cc-3dc8-49be-8244-ff027331ccef,0719b28c-e6cd-4b25-93cf-e20825311656
b6fad8f5-618e-4ba2-9eb2-d4645d2dceb6,4713d8cc-3dc8-49be-8244-ff027331ccef,6025cb6a-790a-4321-a635-2a1070b68b9e
733bbf05-8c7f-47ae-a5af-6280053e6505,263f131c-8e80-493f-8c3e-43a277077031,8696a358-3b96-4421-94f8-19125cadb064
263f131c-8e80-493f-8c3e-43a277077031,263f131c-8e80-493f-8c3e-43a277077031,62d00f96-e138-4bf6-aa3f-d9da91648fab
cff7d432-6e49-4f05-afb7-7d91ea26cf5e,ba824975-a589-4af7-a159-d4a75bf86152,0719b28c-e6cd-4b25-93cf-e20825311656
ba824975-a589-4af7-a159-d4a75bf86152,ba824975-a589-4af7-a159-d4a75bf86152,6025cb6a-790a-4321-a635-2a1070b68b9e
90a840ab-3c3f-484c-a6b5-f69c6a779a5f,00e3f542-7aa3-4a4f-a100-d5f5d6392cf0,0719b28c-e6cd-4b25-93cf-e20825311656
53c29653-2501-49f0-b6d5-bd6d3c481205,00e3f542-7aa3-4a4f-a100-d5f5d6392cf0,6025cb6a-790a-4321-a635-2a1070b68b9e
58a58e8d-23bc-40a5-86b6-74daecf90e95,34da4240-2f03-4339-a0d0-946ba62e3631,cad98f3b-28de-4407-957b-a9b8504a0025
34da4240-2f03-4339-a0d0-946ba62e3631,34da4240-2f03-4339-a0d0-946ba62e3631,b47fd2b9-f8f6-4c08-aa13-9c163861e157
ffd58e63-3c73-4730-8465-7f842cb03734,34da4240-2f03-4339-a0d0-946ba62e3631,a0a3bb46-0336-4dbe-b93f-5b83fe9345a7
4f9d707d-163c-4c88-b691-2a3fe43e8566,0579f9d9-f266-4842-8400-aa5e2450859f,0c714b22-5879-47d8-8ec5-3594cea9e08f
12d49ffe-2956-4e1c-8c0f-e50b8f5d2f47,0579f9d9-f266-4842-8400-aa5e2450859f,3b2cc07a-511b-4941-9655-35d71ab9e71f
748971c4-bf06-44d1-b8fb-9e5d1df15cec,0579f9d9-f266-4842-8400-aa5e2450859f,81a09668-9df5-4e3b-9864-98c5fdaaf916
c97b33cc-9634-460c-b116-b879c5e305db,00152669-24e5-4223-a2bd-b404212892dc,a0a3bb46-0336-4dbe-b93f-5b83fe9345a7
274dbcea-538c-46ea-abd6-03e88e150b22,00152669-24e5-4223-a2bd-b404212892dc,04e9a952-d1eb-42f9-8a06-8d1fc107c8ee
324e7287-91a8-4d7f-9157-8bcab9d50195,00152669-24e5-4223-a2bd-b404212892dc,74b23b41-1afb-4aea-aa91-775c1513998d
fc6d26fa-b0dd-4765-82bc-f7217f6d7f9e,00152669-24e5-4223-a2bd-b404212892dc,b47fd2b9-f8f6-4c08-aa13-9c163861e157
a7e8a6ac-e68a-4858-9c56-e3038993b02d,00152669-24e5-4223-a2bd-b404212892dc,31327feb-f910-44dd-8013-3a7795e02c62
170ba7a2-4666-46f1-83bf-5f4c973328a5,00152669-24e5-4223-a2bd-b404212892dc,25d094ca-d7ba-40a6-bae7-3241a2ac1488
e4121800-8c6c-4371-a6e6-52209999914e,00e3f542-7aa3-4a4f-a100-d5f5d6392cf0,93db7105-a865-400b-8ce4-c14dbc818cf6
6e49711e-bd55-45bf-b029-3926491c0c96,00e3f542-7aa3-4a4f-a100-d5f5d6392cf0,1a6212bc-095e-4442-a3cf-f5180b79ee4c
7ff405c6-621c-4523-8fe7-25283b3de477,02e95cdc-3f09-414c-840b-ece116878d60,ecc148bb-dd7b-4848-85c4-585047d474f8
3ed02fa2-9058-49ac-af78-f02e71724cbd,02e95cdc-3f09-414c-840b-ece116878d60,ecc148bb-dd7b-4848-85c4-585047d474f8
b415111f-7248-4b5f-961d-73cf77d1cad8,02e95cdc-3f09-414c-840b-ece116878d60,ecc148bb-dd7b-4848-85c4-585047d474f8
6bfe62c0-a256-4a02-ab02-4183d59987a0,02e95cdc-3f09-414c-840b-ece116878d60,04e9a952-d1eb-42f9-8a06-8d1fc107c8ee
25310439-1063-481e-a1cd-4de944ed7d88,02e95cdc-3f09-414c-840b-ece116878d60,ecc148bb-dd7b-4848-85c4-585047d474f8
07885b7a-7d4a-4233-8049-1266697cf018,02e95cdc-3f09-414c-840b-ece116878d60,ecc148bb-dd7b-4848-85c4-585047d474f8
850d2496-1b0d-477f-bfec-886e9d3ecbfd,02e95cdc-3f09-414c-840b-ece116878d60,cf1cda8d-201b-4f80-bd64-5f735108e21a
e660c7f7-8508-45d5-b58c-239c0a6c73b3,02e95cdc-3f09-414c-840b-ece116878d60,1a6212bc-095e-4442-a3cf-f5180b79ee4c
02e95cdc-3f09-414c-840b-ece116878d60,02e95cdc-3f09-414c-840b-ece116878d60,cefbfdee-b1b1-4552-9f76-b85588a00882
35294f1d-64bf-4175-9cb7-82e79a80913c,02e95cdc-3f09-414c-840b-ece116878d60,e8024154-eeb5-4121-85cf-ec254b6314e7
3cba69eb-8f50-404d-bb97-85ad684cb678,3cba69eb-8f50-404d-bb97-85ad684cb678,a7af6a36-7fa2-459f-8c34-db1de9b04e1a
96bb96e4-cb73-4ad2-9696-c006d706869c,0579f9d9-f266-4842-8400-aa5e2450859f,06f12553-6b58-4326-b0a1-793b95768934
13dea388-ab21-496f-90c9-cadc7cf20b41,0579f9d9-f266-4842-8400-aa5e2450859f,fab29f1b-8cc9-413d-9a1e-9029bd434577
ac015e89-81ae-4e37-ad2b-65395bc3ee98,02e95cdc-3f09-414c-840b-ece116878d60,ecc148bb-dd7b-4848-85c4-585047d474f8
f103a27c-3373-463a-8e5a-f056c7dce627,02fd6024-978f-4ec7-aed7-b3a4268d7dd1,ecc148bb-dd7b-4848-85c4-585047d474f8
1b12dc71-ba95-4bd2-bec7-bcc7e1416268,02fd6024-978f-4ec7-aed7-b3a4268d7dd1,22f4f055-9673-4793-87e2-b0a1a87be19e
03e52848-220f-4785-86a4-4b5f67c482ad,02fd6024-978f-4ec7-aed7-b3a4268d7dd1,77f8ef16-3e53-4ade-bc90-7fe78d53922a
faa29502-df84-422f-8040-8c8b31d41304,3eb07246-1b94-4813-adb0-4b3d39112516,43549894-80e9-4f33-b2d0-8105aca246ed
3efd6776-e48f-4573-aaea-21a2478503b1,3eb07246-1b94-4813-adb0-4b3d39112516,b7077757-ac8a-493e-9b2d-b6eae4393593
914020b0-bb03-4cde-ae62-09c3d6970f64,3eb07246-1b94-4813-adb0-4b3d39112516,21f773bc-a2d9-47f3-b7bd-25c159166b3b
bc224a6d-5c17-40f0-8833-fe8886b740da,02e95cdc-3f09-414c-840b-ece116878d60,04e9a952-d1eb-42f9-8a06-8d1fc107c8ee
bc263576-4067-45af-9bf1-0a004e9613f5,02e95cdc-3f09-414c-840b-ece116878d60,81a09668-9df5-4e3b-9864-98c5fdaaf916
8278b73d-028f-4690-b4fe-44fb2e554a35,02e95cdc-3f09-414c-840b-ece116878d60,4948f7d6-1c5c-4e68-9d74-8ac2799e2817
48a78043-11c7-4aec-94b0-ccc6d5bdef54,00e3f542-7aa3-4a4f-a100-d5f5d6392cf0,b47fd2b9-f8f6-4c08-aa13-9c163861e157
79933012-8533-4d2a-be01-0cd8c3c9f59a,00e3f542-7aa3-4a4f-a100-d5f5d6392cf0,a0a3bb46-0336-4dbe-b93f-5b83fe9345a7
3d98c65e-33f0-4519-9259-4efd5f959494,00e3f542-7aa3-4a4f-a100-d5f5d6392cf0,04e9a952-d1eb-42f9-8a06-8d1fc107c8ee
f2ca9ddb-5938-4b96-987c-9e76f0229e3c,00152669-24e5-4223-a2bd-b404212892dc,344bc7d1-bc7b-470f-b014-b1ed38953297
98aeb92a-36ea-4338-b2d1-85613504e475,98aeb92a-36ea-4338-b2d1-85613504e475,4d8cb337-8315-41be-8bdf-59af62af3997
ae89d367-7ea7-4e3f-bec3-40bd03ac949a,00152669-24e5-4223-a2bd-b404212892dc,cf1cda8d-201b-4f80-bd64-5f735108e21a
9265e5d1-9769-4816-b4fd-7a4bebe384d6,00152669-24e5-4223-a2bd-b404212892dc,e8024154-eeb5-4121-85cf-ec254b6314e7
ff490826-6070-4636-8109-c329c50d92e6,00152669-24e5-4223-a2bd-b404212892dc,e8024154-eeb5-4121-85cf-ec254b6314e7
98f8a4d6-c9a2-4d45-bf8d-66aa23f9df66,00152669-24e5-4223-a2bd-b404212892dc,27a8af76-a9f2-49a3-b8a0-b60feb13398c
7c4709e9-3ff2-497f-a82d-522e5669cf6a,7c4709e9-3ff2-497f-a82d-522e5669cf6a,fe25e11a-9a43-42c7-9db7-4ce954460494
391b37ac-84f7-40bd-a2c5-b5b79065e782,391b37ac-84f7-40bd-a2c5-b5b79065e782,31327feb-f910-44dd-8013-3a7795e02c62
b6cdaa2c-24c4-4d00-ae24-22e58b2b0624,00152669-24e5-4223-a2bd-b404212892dc,fe25e11a-9a43-42c7-9db7-4ce954460494
d1e8529f-551c-4cdb-930c-31fd44da1fcb,02fd6024-978f-4ec7-aed7-b3a4268d7dd1,6025cb6a-790a-4321-a635-2a1070b68b9e
598b19b9-73f9-4e8a-82cc-c65b4ae04a1d,02fd6024-978f-4ec7-aed7-b3a4268d7dd1,0719b28c-e6cd-4b25-93cf-e20825311656
786c2873-121d-471b-94a5-59c591f0190e,013d5de2-115f-4623-8c3a-ef32695a5859,6025cb6a-790a-4321-a635-2a1070b68b9e
9393ef7b-839a-41f5-9830-9a9f8547ab9d,013d5de2-115f-4623-8c3a-ef32695a5859,0719b28c-e6cd-4b25-93cf-e20825311656
