a_id,b_id,label,a_language,b_language,trgm_subject,trgm_title,shared_actors,shared_speakers,shared_locations,shared_primary_loc,idf_loc_score,canonical_url_match,event_date_match,length_ratio,time_diff_hours,same_source,shared_numbers
02ca68ce-11bc-4742-aad0-bd67e94be008,800c18d0-a4c7-4992-a40d-e75c5b8b3506,same_event,,,0.6296296,0.0,0,0,0,0,0.0,0,0,1.4,4.3,0,12
02ca68ce-11bc-4742-aad0-bd67e94be008,c45efbcc-191c-40c9-8791-e97b69537eb1,same_event,,,0.55284554,0.09090909,0,0,0,0,0.0,0,0,1.1,4.3,0,6
02ca68ce-11bc-4742-aad0-bd67e94be008,cec16949-f72e-4f87-8da4-0107ada3e472,same_event,,,0.3955224,0.012345679,0,0,0,0,0.0,0,0,1.1,4.3,0,9
02ca68ce-11bc-4742-aad0-bd67e94be008,eb84a97d-7db6-449c-82f7-5ee2849ea218,same_event,,,0.6886792,0.0,0,0,0,0,0.0,0,0,2.5,5.0,0,17
02e95cdc-3f09-414c-840b-ece116878d60,07885b7a-7d4a-4233-8049-1266697cf018,same_event,en,,0.7823129,0.20491803,0,0,0,0,0.0,0,0,1.0,53.9,0,2
02e95cdc-3f09-414c-840b-ece116878d60,25310439-1063-481e-a1cd-4de944ed7d88,same_event,en,en,0.26946107,0.192,0,0,0,1,0.0,0,1,1.2,1.2,0,1
02e95cdc-3f09-414c-840b-ece116878d60,35294f1d-64bf-4175-9cb7-82e79a80913c,same_event,en,en,0.69078946,0.3448276,0,0,0,1,0.0,0,0,1.1,11.1,0,1
02e95cdc-3f09-414c-840b-ece116878d60,3ed02fa2-9058-49ac-af78-f02e71724cbd,same_event,en,en,0.78417265,0.18439716,0,0,0,0,0.0,0,1,1.0,1.2,0,1
02e95cdc-3f09-414c-840b-ece116878d60,6bfe62c0-a256-4a02-ab02-4183d59987a0,same_event,en,en,0.7580645,0.36363637,0,0,0,1,0.0,0,1,1.1,0.3,0,1
02e95cdc-3f09-414c-840b-ece116878d60,7ff405c6-621c-4523-8fe7-25283b3de477,same_event,en,en,0.6447368,0.1554054,0,0,0,1,0.0,0,1,1.1,1.2,0,1
02e95cdc-3f09-414c-840b-ece116878d60,850d2496-1b0d-477f-bfec-886e9d3ecbfd,same_event,en,hi,0.74125874,0.0,0,0,0,1,0.0,0,0,1.6,8.8,0,1
02e95cdc-3f09-414c-840b-ece116878d60,b415111f-7248-4b5f-961d-73cf77d1cad8,same_event,en,en,0.5408805,0.53571427,0,0,0,1,0.0,0,1,1.3,0.0,0,1
02e95cdc-3f09-414c-840b-ece116878d60,e660c7f7-8508-45d5-b58c-239c0a6c73b3,same_event,en,en,0.676259,0.18691589,0,0,0,1,0.0,0,1,1.7,1.8,0,1
02faa012-8358-40e4-8eeb-84d990909e67,5842020d-40dc-437d-bd78-863f55a3ffc0,same_event,en,en,0.5221239,0.2753623,0,0,0,0,0.0,0,0,5.1,52.6,0,0
02faa012-8358-40e4-8eeb-84d990909e67,a2041b84-ca76-462f-8a1a-f19b36bc1ee8,same_event,en,,0.2536232,0.2,0,0,0,0,0.0,0,0,1.7,38.4,0,2
02fd6024-978f-4ec7-aed7-b3a4268d7dd1,1054cdbf-6c34-4610-bd14-1910406917d1,same_event,en,en,0.3233533,0.1724138,1,0,2,0,0.0,0,0,2.7,11.2,0,0
02fd6024-978f-4ec7-aed7-b3a4268d7dd1,179b1046-8e23-41f1-b7a5-33c72b81dceb,same_event,en,en,0.45962733,0.16793893,1,0,3,0,0.0,0,0,2.7,10.7,0,1
02fd6024-978f-4ec7-aed7-b3a4268d7dd1,58ce64e5-5628-4d3e-ac8a-aac74cf71e92,same_event,en,hi,0.30337077,0.0,1,0,2,0,0.0,0,0,3.6,10.9,0,0
02fd6024-978f-4ec7-aed7-b3a4268d7dd1,76992941-7d11-4d53-8fd5-d5df3bcbc8ee,same_event,en,en,0.42857143,0.2792793,1,0,2,0,0.0,0,0,1.4,9.4,0,1
02fd6024-978f-4ec7-aed7-b3a4268d7dd1,9a0c9551-fb11-4805-878a-bdb30506da60,same_event,en,en,0.31325302,0.11038961,2,0,0,0,0.0,0,0,4.1,72.0,0,1
02fd6024-978f-4ec7-aed7-b3a4268d7dd1,bc630514-5ff0-45fa-a3c0-76dada9a7346,same_event,en,en,0.33707866,0.2644628,1,0,2,0,0.0,0,0,1.4,9.9,0,1
02fd6024-978f-4ec7-aed7-b3a4268d7dd1,d8f31bd9-2ad4-4809-962e-6806f3207d6b,same_event,en,en,0.42857143,0.3153153,1,0,1,0,0.0,0,1,1.2,1.0,0,1
02fd6024-978f-4ec7-aed7-b3a4268d7dd1,dd57e0a8-a26b-4890-9d52-6fc1f320f47c,same_event,en,en,0.41025642,0.14925373,2,0,3,0,0.0,0,1,1.1,3.8,0,1
02fd6024-978f-4ec7-aed7-b3a4268d7dd1,f919a8a4-413f-4a80-b3a1-2c32e1a27b46,same_event,en,en,0.4,0.1633987,1,0,3,0,0.0,0,0,1.5,12.1,0,0
03a37673-6e94-4c53-97bb-041ae98e1df1,42eeb74a-45c0-422e-b997-6a0f6d2cec83,same_event,ne,en,0.0,0.0,0,0,0,0,0.0,0,0,,48.1,0,0
03e32015-cdde-40e1-b8e7-5fd348d3c1b4,26cac27a-9b25-43fc-b5f6-8a1296756fa1,not_same_event,en,en,0.66101694,0.94690263,4,0,1,1,0.0,0,0,1.3,96.2,1,0
03e32015-cdde-40e1-b8e7-5fd348d3c1b4,32ddfd27-b167-4855-862d-ad8e4d7e0c0b,not_same_event,en,en,0.41666666,0.96428573,4,0,1,0,0.0,0,0,1.1,23.6,1,0
03e32015-cdde-40e1-b8e7-5fd348d3c1b4,7e750204-da6d-420b-a2c4-5659d6ff93bc,not_same_event,en,en,0.41666666,0.96428573,4,0,1,1,0.0,0,0,1.1,70.6,1,1
03e32015-cdde-40e1-b8e7-5fd348d3c1b4,f33f30d4-6af2-4ad1-bf7c-07c2495e1c5b,not_same_event,en,en,0.576,0.96428573,4,0,1,1,0.0,0,0,1.1,46.9,1,0
03e52848-220f-4785-86a4-4b5f67c482ad,1b12dc71-ba95-4bd2-bec7-bcc7e1416268,same_event,en,en,0.18543047,0.1491228,0,0,0,1,0.0,0,0,5.6,22.4,0,0
03e52848-220f-4785-86a4-4b5f67c482ad,ac015e89-81ae-4e37-ad2b-65395bc3ee98,same_event,en,en,0.33116883,0.16806723,0,0,0,1,0.0,0,0,1.1,66.5,0,0
03e52848-220f-4785-86a4-4b5f67c482ad,f103a27c-3373-463a-8e5a-f056c7dce627,same_event,en,en,0.31360948,0.26229507,0,0,1,1,0.0,0,1,1.5,6.2,0,0
03eee166-596d-4229-8c0b-d9df912e947f,2825b395-4141-4731-9e94-98bce66c3ae8,same_event,en,en,0.0,0.13821138,0,0,0,0,0.0,0,0,1.0,17.4,0,1
04418841-b58b-44b5-8c90-0dd8fcb11b91,d75b0e45-2e3c-4122-97cd-f1f7590516ae,not_same_event,en,en,0.43703705,0.90384614,3,0,0,1,0.0,0,0,1.2,41.8,1,0
04bcdaa2-7fe7-43e9-accd-789d0a8e41be,9d53855d-b462-4306-aa3f-db30c5fd4995,same_event,en,,0.35664335,0.23148148,0,0,0,0,0.0,0,1,7.3,1.8,0,1
04bcdaa2-7fe7-43e9-accd-789d0a8e41be,f56f7ade-93fd-45e8-a2b6-f7baa57a1a8e,same_event,en,en,0.44705883,0.29213482,1,0,0,0,0.0,0,1,11.1,8.5,0,1
05df5388-62c8-46f4-ba76-2e04b4e49e4b,2879b5a8-4746-4d85-8016-0dab7c1811fb,not_same_event,en,en,0.8548387,0.90384614,3,0,0,1,0.0,0,0,1.5,118.7,1,1
06139e2c-69a1-4bc6-b2d3-fef40583e459,530412a4-978b-473a-bf77-968a401955d9,same_event,en,en,0.27333334,0.28947368,0,0,0,0,0.0,0,1,1.9,2.7,0,8
06139e2c-69a1-4bc6-b2d3-fef40583e459,5310fda7-8088-4fe9-89ba-216c33f777c5,same_event,en,en,0.27891156,0.28947368,0,0,0,0,0.0,0,1,1.9,1.2,0,8
063385f5-e9c6-420f-bfc6-277a82f37141,5842020d-40dc-437d-bd78-863f55a3ffc0,same_event,en,en,0.5675676,0.5,1,0,0,0,0.0,0,0,2.2,24.3,0,1
0681d958-1833-414d-94ed-883d0da08bf8,5842020d-40dc-437d-bd78-863f55a3ffc0,not_same_event,en,en,0.08176101,0.05,0,0,0,0,0.0,0,0,3.9,56.2,0,0
0681d958-1833-414d-94ed-883d0da08bf8,6011b558-17d8-4deb-8d33-51ec626629e5,not_same_event,en,en,0.1,0.050724637,0,0,0,0,0.0,0,0,1.1,52.8,0,0
0681d958-1833-414d-94ed-883d0da08bf8,675402a1-6234-445a-a8e0-805ffb6d0554,not_same_event,en,en,0.09139785,0.07096774,0,0,0,0,0.0,0,0,2.3,53.8,0,0
0681d958-1833-414d-94ed-883d0da08bf8,8d238d4e-6363-450b-8ce1-68245cc148eb,not_same_event,en,te,0.106796116,0.0070921984,0,0,0,0,0.0,0,0,2.1,58.6,0,0
0681d958-1833-414d-94ed-883d0da08bf8,9264f4a3-0b47-406f-98b8-2cde75c3ce22,not_same_event,en,en,0.04379562,0.052238807,0,0,0,0,0.0,0,0,1.5,31.8,0,0
0681d958-1833-414d-94ed-883d0da08bf8,e711dbef-dbda-4b9a-9881-0f7d51245c9e,same_event,en,en,1.0,1.0,1,0,1,1,0.0,1,1,1.0,1.1,0,6
06c7851f-1d82-4bbf-8558-56d85ba0cab0,2825b395-4141-4731-9e94-98bce66c3ae8,same_event,hi,en,0.2364532,0.11278196,0,0,0,0,0.0,0,0,1.2,70.3,0,0
0735a6e1-b32f-4d6c-a144-cc9ab1728bcd,229ed46e-3fd5-415a-a9ef-5998398e55c8,same_event,en,,0.12953368,0.18987341,0,0,0,0,0.0,0,0,1.4,11.3,0,0
0735a6e1-b32f-4d6c-a144-cc9ab1728bcd,99c18cf4-faed-4dad-bf5b-6c4cdd106297,same_event,en,en,0.3116883,0.3560606,1,0,0,1,0.0,0,0,1.3,2.0,0,1
07885b7a-7d4a-4233-8049-1266697cf018,25310439-1063-481e-a1cd-4de944ed7d88,same_event,,en,0.30810812,0.17391305,0,0,0,0,0.0,0,0,1.2,52.6,1,1
07885b7a-7d4a-4233-8049-1266697cf018,35294f1d-64bf-4175-9cb7-82e79a80913c,same_event,,en,0.6589595,0.18181819,0,0,0,0,0.0,0,0,1.1,42.8,0,1
07885b7a-7d4a-4233-8049-1266697cf018,3ed02fa2-9058-49ac-af78-f02e71724cbd,same_event,,en,0.6449704,0.2,0,0,0,0,0.0,0,0,1.0,52.6,1,0
07885b7a-7d4a-4233-8049-1266697cf018,6bfe62c0-a256-4a02-ab02-4183d59987a0,same_event,,en,0.62091506,0.19875777,0,0,0,0,0.0,0,0,1.1,54.1,0,1
07885b7a-7d4a-4233-8049-1266697cf018,7ff405c6-621c-4523-8fe7-25283b3de477,same_event,,en,0.5819209,0.15,0,0,0,0,0.0,0,0,1.0,52.6,1,1
07885b7a-7d4a-4233-8049-1266697cf018,850d2496-1b0d-477f-bfec-886e9d3ecbfd,same_event,,hi,0.6909091,0.0,0,0,0,0,0.0,0,0,1.6,45.0,0,1
07885b7a-7d4a-4233-8049-1266697cf018,b415111f-7248-4b5f-961d-73cf77d1cad8,same_event,,en,0.4784946,0.16393442,0,0,0,0,0.0,0,0,1.4,53.8,1,1
07885b7a-7d4a-4233-8049-1266697cf018,e660c7f7-8508-45d5-b58c-239c0a6c73b3,same_event,,en,0.5939394,0.060606062,0,0,0,0,0.0,0,0,1.8,52.0,0,1
079833f7-3d26-43f2-9c0b-0fbe1327fe8f,a928eac9-a482-40f5-9d5f-0eca5e22b4ec,same_event,en,en,0.4177215,0.34736842,0,0,0,0,0.0,0,0,1.4,0.1,0,1
086445f0-baa2-4f86-bb8c-20e36c5fc826,6154a417-d2c3-4c98-a915-5e259f1026cb,same_event,te,te,0.35502958,0.46938777,0,0,1,1,0.0,0,1,1.6,6.1,0,0
086445f0-baa2-4f86-bb8c-20e36c5fc826,696e016c-ae29-4793-99d8-a46914a86c4c,same_event,te,en,0.4181818,0.0,0,0,1,1,0.0,0,1,2.3,0.0,0,0
086445f0-baa2-4f86-bb8c-20e36c5fc826,c47ca01b-9249-4115-9935-fdbd01baf9c0,same_event,te,te,0.4217687,0.5632184,0,0,1,0,0.0,0,1,1.2,1.4,0,0
08f6f274-b455-4f4a-8db5-4018a4fd51e0,8d6add53-13cc-4518-9bfb-7cbaf6292a26,not_same_event,,hi,0.9574468,0.5822785,0,0,0,1,0.0,0,0,1.0,47.3,1,1
08fe8c77-6a1e-421c-a11e-a0c320644375,3bb22c00-c5af-435f-b522-b99f5b41ff07,same_event,,,0.34375,0.22131148,0,0,0,0,0.0,0,1,1.2,1.0,0,0
0956b580-e8d3-40ee-ad40-ed35597b0ed1,72a450cf-734c-4507-bd0c-5a44dc329508,same_event,en,en,0.40375587,0.23015873,0,0,0,1,0.0,0,1,1.3,0.3,0,0
09f03e4f-a045-4236-b1cc-c7bfd5b1dbff,d10760e7-2d39-44fe-94f3-0bbabe54b81e,not_same_event,hi,hi,0.83116883,0.38202247,0,0,0,0,0.0,0,0,1.2,118.2,1,0
0ae8fac6-f45d-4b63-b12c-492097aafcfb,1fac5361-8ce7-40fa-b066-9abba1a8c11e,not_same_event,en,en,0.6407767,0.94690263,4,0,1,0,0.0,0,0,1.1,71.9,1,0
0ae8fac6-f45d-4b63-b12c-492097aafcfb,26cac27a-9b25-43fc-b5f6-8a1296756fa1,not_same_event,en,en,0.59836066,0.96428573,6,0,1,0,0.0,0,0,1.3,97.6,1,0
0ae8fac6-f45d-4b63-b12c-492097aafcfb,a3779710-e893-484d-a013-e5f249f459e8,not_same_event,en,en,0.6407767,0.94690263,5,0,1,0,0.0,0,0,1.1,95.7,1,0
0ae8fac6-f45d-4b63-b12c-492097aafcfb,f9d2aaa3-85c5-40be-8222-fd25e97c428a,not_same_event,en,en,0.43801653,0.94690263,4,0,1,0,0.0,0,0,1.2,119.8,1,0
0b11b55f-7dfc-4c5e-98dc-aa464ec873fe,42eeb74a-45c0-422e-b997-6a0f6d2cec83,same_event,en,en,0.0982906,0.10852713,0,0,0,1,0.0,0,1,1.4,1.3,0,2
0b1e3ed3-45ea-4ede-bc26-b8eff6590389,d75b0e45-2e3c-4122-97cd-f1f7590516ae,not_same_event,en,en,0.4,0.90384614,3,0,0,0,0.0,0,0,1.2,41.8,1,0
0b3f5bfd-5a02-491d-9d4e-98e2890f52eb,8c1776b2-cdcf-4d03-8990-88d1e944435d,same_event,en,en,0.6333333,0.65957445,5,0,0,1,0.0,0,1,1.2,1.3,0,2
0b3f5bfd-5a02-491d-9d4e-98e2890f52eb,9e35cf2a-74c4-4f2e-aeee-db0dd7181b25,same_event,en,en,0.35151514,0.5089286,5,0,0,1,0.0,0,1,1.6,0.3,0,0
0b457901-5a67-43fe-9f95-ec5eba5a4425,5842020d-40dc-437d-bd78-863f55a3ffc0,not_same_event,en,en,0.045751635,0.033333335,0,0,0,0,0.0,0,0,3.1,67.4,0,0
0b457901-5a67-43fe-9f95-ec5eba5a4425,6011b558-17d8-4deb-8d33-51ec626629e5,not_same_event,en,en,0.10550459,0.046728972,0,0,0,0,0.0,0,0,1.2,64.0,0,1
0b457901-5a67-43fe-9f95-ec5eba5a4425,675402a1-6234-445a-a8e0-805ffb6d0554,not_same_event,en,en,0.11046512,0.047244094,0,0,0,0,0.0,0,0,2.9,65.0,0,0
0b457901-5a67-43fe-9f95-ec5eba5a4425,8d238d4e-6363-450b-8ce1-68245cc148eb,not_same_event,en,te,0.14285715,0.009259259,0,0,0,0,0.0,0,0,1.7,69.7,0,0
0b457901-5a67-43fe-9f95-ec5eba5a4425,9264f4a3-0b47-406f-98b8-2cde75c3ce22,not_same_event,en,en,0.11965812,0.05882353,0,0,0,0,0.0,0,0,1.2,43.0,0,0
0b457901-5a67-43fe-9f95-ec5eba5a4425,fddf69b0-d67f-4979-9299-330535d0f6ba,same_event,en,en,0.9876543,0.33684212,5,0,2,1,0.0,0,1,1.0,1.6,0,13
0c0dad4d-c27b-46b0-91f5-cd4d44e3869c,72a450cf-734c-4507-bd0c-5a44dc329508,same_event,en,en,0.31506848,0.28873238,1,0,0,1,0.0,0,0,1.0,30.9,0,1
0c3744d4-89f3-457b-9ef5-c75cad9f12d6,5842020d-40dc-437d-bd78-863f55a3ffc0,not_same_event,en,en,0.10784314,0.042735044,0,0,0,0,0.0,0,0,11.7,64.0,0,0
0c3744d4-89f3-457b-9ef5-c75cad9f12d6,6011b558-17d8-4deb-8d33-51ec626629e5,not_same_event,en,en,0.10431655,0.060150377,0,0,0,0,0.0,0,0,3.1,60.5,0,0
0c3744d4-89f3-457b-9ef5-c75cad9f12d6,675402a1-6234-445a-a8e0-805ffb6d0554,not_same_event,en,en,0.11255411,0.11724138,0,0,0,0,0.0,0,0,1.3,61.5,0,0
0c3744d4-89f3-457b-9ef5-c75cad9f12d6,8d238d4e-6363-450b-8ce1-68245cc148eb,not_same_event,en,te,0.105882354,0.00729927,0,0,0,0,0.0,0,0,6.2,66.3,0,0
0c3744d4-89f3-457b-9ef5-c75cad9f12d6,9264f4a3-0b47-406f-98b8-2cde75c3ce22,not_same_event,en,en,0.04232804,0.1322314,1,0,1,0,0.0,0,0,4.4,39.6,0,0
0c3744d4-89f3-457b-9ef5-c75cad9f12d6,a0b05810-5c21-4bd1-98e7-5b47a6b0f059,same_event,en,en,0.91612905,1.0,1,0,2,1,0.0,1,1,1.0,0.0,0,5
0c6fa1a0-0561-4925-a1be-75bb7c99b68e,15fd3f99-55f8-4c9e-82eb-cc834ac9e0f3,same_event,en,,0.31707317,0.01010101,0,0,0,0,0.0,0,1,2.6,7.9,0,1
0c6fa1a0-0561-4925-a1be-75bb7c99b68e,9787895b-c23c-46fe-829e-97dc7393efc1,same_event,en,,0.85294116,0.38271606,0,0,0,1,0.0,0,1,4.0,7.2,0,0
0c6fa1a0-0561-4925-a1be-75bb7c99b68e,9d53855d-b462-4306-aa3f-db30c5fd4995,same_event,en,,0.75238097,0.31034482,0,0,0,1,0.0,0,1,2.2,8.2,0,1
0c6fa1a0-0561-4925-a1be-75bb7c99b68e,a34a6f6c-f04e-4914-9fbc-b0fe15e59355,same_event,en,en,0.5470086,0.37362638,1,0,1,1,0.0,0,1,4.3,6.3,0,1
0c6fa1a0-0561-4925-a1be-75bb7c99b68e,e5c815e5-1699-451d-bb8a-15f6efbccba8,same_event,en,,0.49612403,0.011627907,0,0,0,0,0.0,0,1,9.3,7.1,0,0
0c6fa1a0-0561-4925-a1be-75bb7c99b68e,e6f6c493-8c68-42e6-a2f1-61f49c954300,same_event,en,en,0.35344827,0.33333334,1,0,0,0,0.0,0,1,2.6,1.8,0,0
0c6fa1a0-0561-4925-a1be-75bb7c99b68e,f56f7ade-93fd-45e8-a2b6-f7baa57a1a8e,same_event,en,en,0.58389264,1.0,1,0,1,1,0.0,0,1,1.4,2.1,0,2
0c6fa1a0-0561-4925-a1be-75bb7c99b68e,fc6ee811-7d65-442b-b9cb-445835a25167,same_event,en,en,0.26857144,0.24705882,1,0,0,1,0.0,0,1,3.5,6.3,0,1
0cb51591-d376-4a88-9b9d-8f7bae6147d6,72a450cf-734c-4507-bd0c-5a44dc329508,same_event,en,en,0.30204082,0.23943663,0,0,0,1,0.0,0,0,1.3,18.7,0,0
0cdf7bf2-3e45-475d-b3b8-8a869d6f599f,22e1954c-bcb5-4678-9214-13eac7440270,same_event,en,en,0.27972028,0.12931034,0,0,0,0,0.0,0,1,1.9,5.7,0,0
0cdf7bf2-3e45-475d-b3b8-8a869d6f599f,2825b395-4141-4731-9e94-98bce66c3ae8,same_event,en,en,0.11290322,0.070866145,0,0,0,0,0.0,0,0,1.2,68.6,0,0
0cdf7bf2-3e45-475d-b3b8-8a869d6f599f,6011b558-17d8-4deb-8d33-51ec626629e5,same_event,en,en,0.2415459,0.39784947,0,0,0,0,0.0,0,1,1.0,0.7,0,0
